id,tenant_id,environment_id,customer_id,subscription_id,invoice_number,invoice_type,invoice_status,payment_status,currency,amount_due,amount_paid,amount_remaining,subtotal,total,total_discount,total_tax,adjustment_amount,refunded_amount,billing_sequence,description,due_date,paid_at,voided_at,finalized_at,billing_period,period_start,period_end,invoice_pdf_url,billing_reason,metadata,idempotency_key,version,status,created_by,updated_by,created_at,updated_at
inv_01K76VSY9K63BJT0HXKMFVDGTJ,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K4A5ZJEJ56TMXXTCFH2XM499,subs_01K4A6CZT8ATNT74J0VYMHDJJ2,INV-202510-00108,SUBSCRIPTION,FINALIZED,SUCCEEDED,usd,10,10,0,10,10,0,0,0,0,2,Invoice for subscription subs_01K4A6CZT8ATNT74J0VYMHDJJ2,2025-10-05T11:01:37Z,2025-10-10T11:49:17Z,,2025-10-10T10:48:58Z,MONTHLY,2025-09-04T11:01:37Z,2025-10-04T11:01:37Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQwV3FzUWpLWEo5N0tqTTVLbWFEMHNhZldDMDZWLDE1MDYzNDE0MQ02002uk15koq/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQwV3FzUWpLWEo5N0tqTTVLbWFEMHNhZldDMDZWLDE1MDYzNDE0MQ02002uk15koq?s=ap""}",subscription_invoice-63450471e3c6dd33,4,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,,2025-10-10T10:48:57Z,2025-10-10T11:49:17Z
inv_01K76VT5P04Q1WWXDWV14KHZCP,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K4A5ZJEJ56TMXXTCFH2XM499,subs_01K4A6C3JAY4WQ4P867P615Z2F,INV-202510-00109,SUBSCRIPTION,FINALIZED,SUCCEEDED,usd,10,10,0,10,10,0,0,0,0,2,Invoice for subscription subs_01K4A6C3JAY4WQ4P867P615Z2F,2025-10-05T11:01:37Z,2025-10-10T11:49:19Z,,2025-10-10T10:49:06Z,MONTHLY,2025-09-04T11:01:37Z,2025-10-04T11:01:37Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQwSnY0UmRDSWlCcXJDejV5ek9rYnBBbGcwc0FxLDE1MDYzNDE0OQ0200HzLEbyZj/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQwSnY0UmRDSWlCcXJDejV5ek9rYnBBbGcwc0FxLDE1MDYzNDE0OQ0200HzLEbyZj?s=ap""}",subscription_invoice-122a0400ffb3607c,4,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,,2025-10-10T10:49:05Z,2025-10-10T11:49:19Z
inv_01K76VTD6Z13D90YEQGRR43E41,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K4A5ZJEJ56TMXXTCFH2XM499,subs_01K4A6B9W06C7YWJ7SB6S8K4SZ,INV-202510-00110,SUBSCRIPTION,FINALIZED,SUCCEEDED,usd,10,10,0,10,10,0,0,0,0,2,Invoice for subscription subs_01K4A6B9W06C7YWJ7SB6S8K4SZ,2025-10-05T11:01:37Z,2025-10-10T11:49:43Z,,2025-10-10T10:49:13Z,MONTHLY,2025-09-04T11:01:37Z,2025-10-04T11:01:37Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQwRnNEdnpMbTdxQ1ZHRDJRMFFkMHJDMTExSXJnLDE1MDYzNDE1Nw0200LX8rqhy5/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQwRnNEdnpMbTdxQ1ZHRDJRMFFkMHJDMTExSXJnLDE1MDYzNDE1Nw0200LX8rqhy5?s=ap""}",subscription_invoice-2b7d7e52625b0695,4,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,,2025-10-10T10:49:13Z,2025-10-10T11:49:43Z
inv_01K76VTNHFPBYKP7A3JZRV6M4T,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K4A5ZJEJ56TMXXTCFH2XM499,subs_01K4A69N1B0RDXAMQRMM2H8CWZ,INV-202510-00111,SUBSCRIPTION,FINALIZED,SUCCEEDED,usd,10,10,0,10,10,0,0,0,0,2,Invoice for subscription subs_01K4A69N1B0RDXAMQRMM2H8CWZ,2025-10-05T11:01:37Z,2025-10-10T11:51:44Z,,2025-10-10T10:49:22Z,MONTHLY,2025-09-04T11:01:37Z,2025-10-04T11:01:37Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQxWkhacXEzaDRLMjQ2V1JtT1NvYzRJdkVtdGRHLDE1MDYzNDE2NQ0200pcTbwllm/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQxWkhacXEzaDRLMjQ2V1JtT1NvYzRJdkVtdGRHLDE1MDYzNDE2NQ0200pcTbwllm?s=ap""}",subscription_invoice-168ded7b7c575bf4,4,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,,2025-10-10T10:49:21Z,2025-10-10T11:51:44Z
inv_01K76VTWK0JJNTAPFZBV8GRGZE,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K4A5ZJEJ56TMXXTCFH2XM499,subs_01K4A67EAW8JBDA6X8PMS56D9H,INV-202510-00112,SUBSCRIPTION,FINALIZED,SUCCEEDED,usd,10,10,0,10,10,0,0,0,0,2,Invoice for subscription subs_01K4A67EAW8JBDA6X8PMS56D9H,2025-10-05T11:01:37Z,2025-10-10T11:52:00Z,,2025-10-10T10:49:29Z,MONTHLY,2025-09-04T11:01:37Z,2025-10-04T11:01:37Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQxMHk4Z0FNd3F0WWhYNjVEQjNUSU5QcDhDOUgzLDE1MDYzNDE3Mg0200JrcnAI5D/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQxMHk4Z0FNd3F0WWhYNjVEQjNUSU5QcDhDOUgzLDE1MDYzNDE3Mg0200JrcnAI5D?s=ap""}",subscription_invoice-bbaeda2dd26e6dd0,4,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,,2025-10-10T10:49:28Z,2025-10-10T11:52:00Z
inv_01K76VV3VAH7MA86GGZ1GBFM6N,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K4A5ZJEJ56TMXXTCFH2XM499,subs_01K4A5ZXG0A16D086W5ZY7BGF1,INV-202510-00113,SUBSCRIPTION,FINALIZED,SUCCEEDED,usd,165.79,165.79,0,165.79,165.79,0,0,0,0,2,Invoice for subscription subs_01K4A5ZXG0A16D086W5ZY7BGF1,2025-10-05T10:57:35Z,2025-10-10T11:50:21Z,,2025-10-10T10:49:37Z,MONTHLY,2025-09-04T10:57:35Z,2025-10-04T10:57:35Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQxZm93S1pPWHlERU1RZU5XclljaU9GSVVyY3lTLDE1MDYzNDE4MQ02004Cswu061/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQxZm93S1pPWHlERU1RZU5XclljaU9GSVVyY3lTLDE1MDYzNDE4MQ02004Cswu061?s=ap""}",subscription_invoice-952939ff60062deb,4,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,,2025-10-10T10:49:36Z,2025-10-10T11:50:21Z
inv_01K76VVEHTKG7SXH0EA95GEJFP,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K42Q86VGFWYG5NDTJD4DG76B,subs_01K4A5YG1SWBP2EWH3950GBC9Q,INV-202510-00114,SUBSCRIPTION,FINALIZED,SUCCEEDED,usd,10,10,0,10,10,0,0,0,0,2,Invoice for subscription subs_01K4A5YG1SWBP2EWH3950GBC9Q,2025-10-05T10:56:49Z,2025-10-10T11:49:59Z,,2025-10-10T10:49:47Z,MONTHLY,2025-09-04T10:56:49Z,2025-10-04T10:56:49Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQxTE1tQ042VFZSZ0ZuZUpwNldKVFhWWmlmQVZ3LDE1MDYzNDE5MQ0200fE0Zc6Ra/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQxTE1tQ042VFZSZ0ZuZUpwNldKVFhWWmlmQVZ3LDE1MDYzNDE5MQ0200fE0Zc6Ra?s=ap""}",subscription_invoice-d4b1130660c253b1,4,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,,2025-10-10T10:49:47Z,2025-10-10T11:49:59Z
inv_01K76VVP9VXJ9WRNPBYDSKVVF8,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K42QKGCX1PV10F5NJ20FNV2H,subs_01K4A5X4F8P4KJG4H2ZTCZAGSD,INV-202510-00115,SUBSCRIPTION,FINALIZED,SUCCEEDED,usd,10,10,0,10,10,0,0,0,0,2,Invoice for subscription subs_01K4A5X4F8P4KJG4H2ZTCZAGSD,2025-10-05T10:54:16Z,2025-10-10T11:52:20Z,,2025-10-10T10:49:56Z,MONTHLY,2025-09-04T10:54:16Z,2025-10-04T10:54:16Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQxT3ByTzlKZlVoazBRZzBkaWlETDZITkRPMkJMLDE1MDYzNDE5OQ0200jxYSB4VU/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQxT3ByTzlKZlVoazBRZzBkaWlETDZITkRPMkJMLDE1MDYzNDE5OQ0200jxYSB4VU?s=ap""}",subscription_invoice-f77e24aff4256e1e,4,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,,2025-10-10T10:49:55Z,2025-10-10T11:52:20Z
inv_01K76VVXN18SR44WAVM9DXCG24,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K42QKGCX1PV10F5NJ20FNV2H,subs_01K4A5VBGM5AYGZVQBAN4VXPHQ,INV-202510-00116,SUBSCRIPTION,FINALIZED,SUCCEEDED,usd,10,10,0,10,10,0,0,0,0,2,Invoice for subscription subs_01K4A5VBGM5AYGZVQBAN4VXPHQ,2025-10-05T10:54:16Z,2025-10-10T11:55:20Z,,2025-10-10T10:50:03Z,MONTHLY,2025-09-04T10:54:16Z,2025-10-04T10:54:16Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQxZnlnZnYxd09DV3ZIWDdKRjJwS2hXQVUwTHY0LDE1MDYzNDIwNg0200fivH2WrM/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQxZnlnZnYxd09DV3ZIWDdKRjJwS2hXQVUwTHY0LDE1MDYzNDIwNg0200fivH2WrM?s=ap""}",subscription_invoice-855fd81e2ef202d1,4,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,,2025-10-10T10:50:02Z,2025-10-10T11:55:20Z
inv_01K76W172F6MBABTQZXSCSNE9K,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K42QKGCX1PV10F5NJ20FNV2H,subs_01K49V89VR7QYWQ2D9NMP09HNV,INV-202510-00117,SUBSCRIPTION,FINALIZED,SUCCEEDED,usd,10,10,0,10,10,0,0,0,0,3,Invoice for subscription subs_01K49V89VR7QYWQ2D9NMP09HNV,2025-10-04T14:18:35Z,2025-10-10T11:53:56Z,,2025-10-10T10:52:56Z,MONTHLY,2025-09-03T14:18:35Z,2025-10-03T14:18:35Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQ0NnNaeGJWVVNjcldsdWQzT0hhSzlJOVBpQnNkLDE1MDYzNDM4MA0200i8gdrhGm/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQ0NnNaeGJWVVNjcldsdWQzT0hhSzlJOVBpQnNkLDE1MDYzNDM4MA0200i8gdrhGm?s=ap""}",subscription_invoice-b05ac1efd48d112f,4,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,,2025-10-10T10:52:56Z,2025-10-10T11:53:56Z
inv_01K76W1HCN72FJZ88G63S5VZ6J,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K42QKGCX1PV10F5NJ20FNV2H,subs_01K49TG9R54V1VT4ZJ1H6ZMGHH,INV-202510-00118,SUBSCRIPTION,FINALIZED,SUCCEEDED,usd,10,10,0,10,10,0,0,0,0,6,Invoice for subscription subs_01K49TG9R54V1VT4ZJ1H6ZMGHH,2025-10-04T14:18:35Z,2025-10-10T11:56:33Z,,2025-10-10T10:53:07Z,MONTHLY,2025-09-03T14:18:35Z,2025-10-03T14:18:35Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQ0eHdLbDUzOEdLYlVTaHNCQm1qRHAxN0wwQkFYLDE1MDYzNDM5MA0200ZK0Sncqz/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQ0eHdLbDUzOEdLYlVTaHNCQm1qRHAxN0wwQkFYLDE1MDYzNDM5MA0200ZK0Sncqz?s=ap""}",subscription_invoice-c10fea04fc0892dc,4,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,,2025-10-10T10:53:06Z,2025-10-10T11:56:33Z
inv_01K76W1RK2WHAKXDC1EK15V0QB,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K42QKGCX1PV10F5NJ20FNV2H,subs_01K49SQ5KTPJNBKC3H5CEJXQ7N,INV-202510-00119,SUBSCRIPTION,FINALIZED,SUCCEEDED,usd,10,10,0,10,10,0,0,0,0,3,Invoice for subscription subs_01K49SQ5KTPJNBKC3H5CEJXQ7N,2025-10-04T14:18:35Z,2025-10-10T11:53:51Z,,2025-10-10T10:53:14Z,MONTHLY,2025-09-03T14:18:35Z,2025-10-03T14:18:35Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQ0UjBLSDFjczhRbjFUZWhKM1hob3JNc0tTT0Z4LDE1MDYzNDM5OA0200qyzJ2Uu4/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQ0UjBLSDFjczhRbjFUZWhKM1hob3JNc0tTT0Z4LDE1MDYzNDM5OA0200qyzJ2Uu4?s=ap""}",subscription_invoice-6cadcb247549ed54,4,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,,2025-10-10T10:53:14Z,2025-10-10T11:53:51Z
inv_01K76W204VEEP98DNJJ5QYEFP5,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K42QKGCX1PV10F5NJ20FNV2H,subs_01K49SHV6NXW7MZHKG55YVVZN2,INV-202510-00120,SUBSCRIPTION,FINALIZED,SUCCEEDED,usd,889.88,889.88,0,889.88,889.88,0,0,0,0,2,Invoice for subscription subs_01K49SHV6NXW7MZHKG55YVVZN2,2025-10-04T14:18:35Z,2025-10-10T11:58:12Z,,2025-10-10T10:53:22Z,MONTHLY,2025-09-03T14:18:35Z,2025-10-03T14:18:35Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQ1MWp3bE9Ob0FKa3dTU1BhMERva3ZFWmVOcWV0LDE1MDYzNDQwNw0200f30F5IUW/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQ1MWp3bE9Ob0FKa3dTU1BhMERva3ZFWmVOcWV0LDE1MDYzNDQwNw0200f30F5IUW?s=ap""}",subscription_invoice-712e67dc01558db4,4,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,,2025-10-10T10:53:21Z,2025-10-10T11:58:12Z
inv_01K76W290RFFCNF4X0FS1R477F,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K42QKGCX1PV10F5NJ20FNV2H,subs_01K49PB6K7SE24V9R32SZGGZ0Q,INV-202510-00121,SUBSCRIPTION,FINALIZED,SUCCEEDED,usd,10,10,0,10,10,0,0,0,0,3,Invoice for subscription subs_01K49PB6K7SE24V9R32SZGGZ0Q,2025-10-04T14:18:35Z,2025-10-10T11:54:00Z,,2025-10-10T10:53:31Z,MONTHLY,2025-09-03T14:18:35Z,2025-10-03T14:18:35Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQ1bmNOYzBCTGNLRzVncHNIMHlhWDUxbWh4NlUwLDE1MDYzNDQxNA0200m1QASAgm/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQ1bmNOYzBCTGNLRzVncHNIMHlhWDUxbWh4NlUwLDE1MDYzNDQxNA0200m1QASAgm?s=ap""}",subscription_invoice-9a045032f2cac63f,4,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,,2025-10-10T10:53:31Z,2025-10-10T11:54:00Z
inv_01K76W2G5600M8XPSFYBBGXMG1,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K42QKGCX1PV10F5NJ20FNV2H,subs_01K49KWJKRQH1TK25CC5G02A58,INV-202510-00122,SUBSCRIPTION,FINALIZED,SUCCEEDED,usd,10,10,0,10,10,0,0,0,0,3,Invoice for subscription subs_01K49KWJKRQH1TK25CC5G02A58,2025-10-04T14:18:35Z,2025-10-10T11:56:00Z,,2025-10-10T10:53:38Z,MONTHLY,2025-09-03T14:18:35Z,2025-10-03T14:18:35Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQ1ZEZCWUtnaGt0MktLZkZkWXJrYnlnNFhQREFpLDE1MDYzNDQyMg0200lzPdTcT0/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQ1ZEZCWUtnaGt0MktLZkZkWXJrYnlnNFhQREFpLDE1MDYzNDQyMg0200lzPdTcT0?s=ap""}",subscription_invoice-492e77539df14ae6,4,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,,2025-10-10T10:53:38Z,2025-10-10T11:56:00Z
inv_01K76W2QGREQWHDGE017VW4Z53,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K42QKGCX1PV10F5NJ20FNV2H,subs_01K49KNPNA499DJMJW8R77MBXX,INV-202510-00123,SUBSCRIPTION,FINALIZED,SUCCEEDED,usd,10,10,0,10,10,0,0,0,0,3,Invoice for subscription subs_01K49KNPNA499DJMJW8R77MBXX,2025-10-04T14:18:35Z,2025-10-10T11:55:57Z,,2025-10-10T10:53:46Z,MONTHLY,2025-09-03T14:18:35Z,2025-10-03T14:18:35Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQ1eGtac3VHUERMSEtnT3plMnZIOVdBT1AxTXdCLDE1MDYzNDQyOQ0200PgcxOFV8/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQ1eGtac3VHUERMSEtnT3plMnZIOVdBT1AxTXdCLDE1MDYzNDQyOQ0200PgcxOFV8?s=ap""}",subscription_invoice-ccaa5ca30d03b0e9,4,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,,2025-10-10T10:53:45Z,2025-10-10T11:55:57Z
inv_01K76W2Z17XKBXF6CGB1MJZBPS,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K42QKGCX1PV10F5NJ20FNV2H,subs_01K49HYH8WBT9559GYWYH9AKXJ,INV-202510-00124,SUBSCRIPTION,FINALIZED,SUCCEEDED,usd,10,10,0,10,10,0,0,0,0,3,Invoice for subscription subs_01K49HYH8WBT9559GYWYH9AKXJ,2025-10-04T14:18:35Z,2025-10-10T12:00:35Z,,2025-10-10T10:53:54Z,MONTHLY,2025-09-03T14:18:35Z,2025-10-03T14:18:35Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQ1b2VFbWZ3WmlNdzM4TXdHalJycERjbWVwUE1nLDE1MDYzNDQzNw0200HvCem7LE/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQ1b2VFbWZ3WmlNdzM4TXdHalJycERjbWVwUE1nLDE1MDYzNDQzNw0200HvCem7LE?s=ap""}",subscription_invoice-5ed92c6f089a4a21,4,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,,2025-10-10T10:53:53Z,2025-10-10T12:00:35Z
inv_01K76W366QJNSKZGNZHS4VVQKG,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K42QKGCX1PV10F5NJ20FNV2H,subs_01K48FDDSY0B39W2WRFAA3KTCY,INV-202510-00125,SUBSCRIPTION,FINALIZED,SUCCEEDED,usd,10,10,0,10,10,0,0,0,0,3,Invoice for subscription subs_01K48FDDSY0B39W2WRFAA3KTCY,2025-10-04T14:18:35Z,2025-10-10T12:01:30Z,,2025-10-10T10:54:01Z,MONTHLY,2025-09-03T14:18:35Z,2025-10-03T14:18:35Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQ1dU9zRVhuTGdjZWpMMmVwUlRtNHRSWkpJbjQzLDE1MDYzNDQ0NA0200cOKJTnsj/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQ1dU9zRVhuTGdjZWpMMmVwUlRtNHRSWkpJbjQzLDE1MDYzNDQ0NA0200cOKJTnsj?s=ap""}",subscription_invoice-82734a98d0d032e6,4,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,,2025-10-10T10:54:00Z,2025-10-10T12:01:30Z
inv_01K76W3DCKHDA929M9KH503T0E,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K42QKGCX1PV10F5NJ20FNV2H,subs_01K48FANQDN9CG17AP7802TM1Q,INV-202510-00126,SUBSCRIPTION,FINALIZED,SUCCEEDED,usd,10,10,0,10,10,0,0,0,0,4,Invoice for subscription subs_01K48FANQDN9CG17AP7802TM1Q,2025-10-04T14:18:35Z,2025-10-10T11:55:01Z,,2025-10-10T10:54:08Z,MONTHLY,2025-09-03T14:18:35Z,2025-10-03T14:18:35Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQ1bU11RHhRVWNRbk1zRG1VYVlwNm5lb200TjVKLDE1MDYzNDQ1Mg02008RRSzxcG/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQ1bU11RHhRVWNRbk1zRG1VYVlwNm5lb200TjVKLDE1MDYzNDQ1Mg02008RRSzxcG?s=ap""}",subscription_invoice-137227690b20a6ab,4,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,,2025-10-10T10:54:08Z,2025-10-10T11:55:01Z
